Crime Type,Area,Date,Time,Severity,Crime Description,Victim Age,Police Station,Weather Condition,Time of Day,Incident Reported
Kidnapping,Sarojini Nagar,2024-03-08,02:24:44,High,Yourself adult girl past sign fight.,47,Sarojini Nagar PS,Clear,Morning,Citizen
Theft,Vasant Kunj,2024-11-28,20:36:04,Low,Teacher network situation system here father chair more miss and.,37,Vasant Kunj PS,Foggy,Afternoon,Citizen
Stalking,Sarojini Nagar,2023-12-06,00:05:20,Low,International wrong business build more.,21,Sarojini Nagar PS,Foggy,Morning,Citizen
Kidnapping,Khan Market,2024-08-26,03:48:35,Low,Change PM music often better.,45,Khan Market PS,Rainy,Night,CCTV
Kidnapping,Connaught Place,2024-04-27,21:45:50,Medium,Direction particularly week somebody might artist list positive Mr outside.,53,Connaught Place PS,Clear,Afternoon,CCTV
Theft,Sarojini Nagar,2024-03-04,19:03:15,High,Hand interest hear beat cover.,54,Sarojini Nagar PS,Foggy,Evening,Police
Assault,Paharganj,2024-07-12,16:56:21,Medium,Listen drug bring reflect choose east on finish.,20,Paharganj PS,Rainy,Night,Citizen
Stalking,Vasant Kunj,2024-06-29,10:37:19,High,Interest indeed worker trouble success detail suffer wish think live.,57,Vasant Kunj PS,Clear,Night,CCTV
Assault,Chandni Chowk,2024-01-12,06:32:44,Medium,Everybody threat region then five standard those turn.,41,Chandni Chowk PS,Foggy,Evening,CCTV
Kidnapping,Lajpat Nagar,2024-11-01,15:35:54,Low,Subject generation must popular laugh.,48,Lajpat Nagar PS,Cloudy,Afternoon,CCTV
Harassment,Rajouri Garden,2023-10-19,04:40:29,Medium,Allow professor that happen series foot court do cold especially.,24,Rajouri Garden PS,Cloudy,Evening,Police
Kidnapping,Pitampura,2024-11-27,23:56:18,Low,Remember seek add relationship speech speak company.,49,Pitampura PS,Clear,Afternoon,Police
Stalking,Chandni Chowk,2024-12-21,15:58:26,Medium,Hand fast organization enough both culture red end degree.,29,Chandni Chowk PS,Clear,Afternoon,Citizen
Theft,Mayur Vihar,2023-12-22,11:00:19,High,Unit strategy support discussion significant people.,27,Mayur Vihar PS,Rainy,Night,CCTV
Theft,Sarojini Nagar,2024-10-28,01:13:42,Medium,Military skin within across draw new quality site.,25,Sarojini Nagar PS,Clear,Afternoon,Police
Theft,Sarojini Nagar,2023-02-21,01:35:46,High,Hope street line magazine let body memory exist.,63,Sarojini Nagar PS,Cloudy,Evening,Police
Theft,Dwarka,2024-11-25,11:03:30,High,Trade recognize trade fund ready eat popular risk arm.,10,Dwarka PS,Foggy,Night,Citizen
Assault,Ashok Vihar,2023-06-21,07:12:05,High,Kid feeling rest choose.,13,Ashok Vihar PS,Foggy,Night,Citizen
Assault,Vasant Kunj,2024-11-11,20:29:28,High,Assume pull real ever memory citizen night book interview.,60,Vasant Kunj PS,Rainy,Afternoon,CCTV
Burglary,Okhla,2024-08-02,21:52:47,Low,Little those realize place avoid consumer.,31,Okhla PS,Foggy,Night,Police
Kidnapping,Dwarka,2023-06-06,14:06:14,Medium,Public fire add mission worker.,25,Dwarka PS,Cloudy,Afternoon,Citizen
Stalking,Chandni Chowk,2023-09-09,22:28:28,High,Popular prepare PM myself parent action many authority product budget.,11,Chandni Chowk PS,Cloudy,Afternoon,Police
Kidnapping,Janakpuri,2023-03-04,08:09:48,High,American and party begin fly degree understand top green.,39,Janakpuri PS,Foggy,Night,Citizen
Burglary,Greater Kailash,2024-01-11,07:52:26,High,Animal think collection positive among state stop.,55,Greater Kailash PS,Rainy,Afternoon,Citizen
Harassment,Khan Market,2024-03-18,14:50:03,Low,Deep scene employee teach building woman half market create.,14,Khan Market PS,Cloudy,Evening,Citizen
Assault,Mayur Vihar,2023-07-22,12:49:27,Low,Right leg others more wife politics.,42,Mayur Vihar PS,Foggy,Afternoon,Police
Assault,Sarojini Nagar,2023-11-16,16:18:53,Medium,Her night seven nearly.,65,Sarojini Nagar PS,Cloudy,Morning,CCTV
Stalking,Lajpat Nagar,2024-01-16,19:27:06,Medium,Course house institution participant American current together.,67,Lajpat Nagar PS,Cloudy,Morning,Citizen
Harassment,Karol Bagh,2023-09-15,01:04:24,Low,Need last happy painting open nature usually.,24,Karol Bagh PS,Rainy,Night,Citizen
Stalking,Rajouri Garden,2023-04-12,06:23:29,Medium,Write site medical start degree vote cause far teach.,28,Rajouri Garden PS,Foggy,Evening,Citizen
Stalking,Connaught Place,2024-09-01,00:33:52,Medium,Manager church reveal ten another increase with sort well election.,49,Connaught Place PS,Cloudy,Evening,Citizen
Theft,Khan Market,2023-12-25,11:48:15,Medium,Crime body entire example second nothing same air heavy friend finish.,54,Khan Market PS,Cloudy,Evening,CCTV
Theft,Saket,2023-07-09,10:35:08,Low,Finally themselves lay research treatment both movie town pressure bar.,24,Saket PS,Foggy,Night,Police
Stalking,Janakpuri,2024-04-11,22:19:56,High,Add themselves off serious list security travel possible.,39,Janakpuri PS,Rainy,Afternoon,CCTV
Assault,Janakpuri,2024-09-08,10:41:11,Low,Society year less another speak Republican method knowledge.,56,Janakpuri PS,Foggy,Afternoon,Police
Kidnapping,Saket,2024-08-22,18:39:09,Medium,Protect middle admit data include.,57,Saket PS,Foggy,Evening,Citizen
Assault,Mayur Vihar,2023-12-09,00:16:07,Medium,Discussion chair join knowledge.,38,Mayur Vihar PS,Rainy,Afternoon,Citizen
Harassment,Rajouri Garden,2023-11-16,16:19:36,High,Rule raise miss write question wife increase field.,68,Rajouri Garden PS,Cloudy,Night,Citizen
Burglary,Karol Bagh,2024-11-04,14:27:17,High,Challenge public enter quite.,23,Karol Bagh PS,Clear,Afternoon,Police
Theft,Mayur Vihar,2024-08-02,14:38:00,Low,Contain one hard cell.,53,Mayur Vihar PS,Cloudy,Morning,Citizen
Harassment,Rajouri Garden,2023-08-17,06:19:18,High,Some factor tell daughter strategy.,41,Rajouri Garden PS,Cloudy,Afternoon,Police
Assault,Dwarka,2023-05-30,13:45:47,Medium,Grow stuff television keep single similar century ability behind matter.,30,Dwarka PS,Foggy,Morning,CCTV
Burglary,Dwarka,2023-12-19,17:32:20,Medium,View off within down anything fund continue.,48,Dwarka PS,Clear,Evening,Citizen
Stalking,Pitampura,2024-01-13,21:47:05,High,Door local put certain figure.,35,Pitampura PS,Foggy,Evening,Citizen
Kidnapping,Ashok Vihar,2023-05-06,20:58:56,High,Call ask maybe popular success baby.,61,Ashok Vihar PS,Cloudy,Morning,Police
Harassment,Lajpat Nagar,2024-04-02,01:07:35,Low,Particular door begin memory project rate.,42,Lajpat Nagar PS,Cloudy,Afternoon,CCTV
Burglary,Mayur Vihar,2025-01-09,17:16:28,High,Test next senior product citizen.,40,Mayur Vihar PS,Clear,Afternoon,Citizen
Kidnapping,Laxmi Nagar,2023-04-17,03:06:54,Low,Resource western less to make I focus family center remember.,23,Laxmi Nagar PS,Cloudy,Night,Citizen
Assault,Hauz Khas,2024-01-12,07:18:22,Low,Place deep hold bill financial result type guy camera.,26,Hauz Khas PS,Rainy,Morning,Police
Stalking,Lajpat Nagar,2024-05-21,07:11:42,Low,This shake floor also heart show seem head agency seat.,67,Lajpat Nagar PS,Rainy,Evening,Citizen
Harassment,Pitampura,2023-07-01,10:10:11,High,Recent suggest sea three new majority.,61,Pitampura PS,Rainy,Night,Citizen
Assault,Saket,2023-07-18,05:00:39,High,Up scientist may method effort.,56,Saket PS,Clear,Afternoon,Citizen
Stalking,Dwarka,2023-03-25,01:52:34,Medium,Prove visit one successful attorney cultural democratic produce blue.,59,Dwarka PS,Cloudy,Morning,Police
Burglary,Lajpat Nagar,2023-04-04,17:06:05,High,Task prepare realize guy scientist.,66,Lajpat Nagar PS,Cloudy,Morning,CCTV
Kidnapping,Lajpat Nagar,2023-11-21,20:46:21,High,Grow miss imagine professor modern remember medical hundred open probably.,12,Lajpat Nagar PS,Rainy,Afternoon,CCTV
Assault,Sarojini Nagar,2024-09-08,02:11:35,Low,Statement dinner note team us people away anything.,48,Sarojini Nagar PS,Cloudy,Morning,CCTV
Assault,Sarojini Nagar,2025-01-12,16:00:43,Low,Certainly west especially girl painting exactly anything million rock.,15,Sarojini Nagar PS,Clear,Night,CCTV
Assault,Ashok Vihar,2023-09-27,19:48:49,High,Money site hospital responsibility huge attention yard suffer answer continue.,40,Ashok Vihar PS,Cloudy,Night,Police
Burglary,Saket,2023-09-13,05:38:27,Medium,Push house city part however commercial girl.,55,Saket PS,Foggy,Evening,Citizen
Burglary,Lajpat Nagar,2023-09-22,04:19:04,Medium,Because huge affect reality type about challenge.,68,Lajpat Nagar PS,Foggy,Night,Police
Burglary,Mayur Vihar,2024-07-15,16:18:06,Low,Deal clearly born serve it economy morning night art yes.,60,Mayur Vihar PS,Cloudy,Afternoon,CCTV
Harassment,Laxmi Nagar,2024-03-06,20:19:48,High,Catch different according teach into.,28,Laxmi Nagar PS,Clear,Night,Police
Assault,Vasant Kunj,2024-02-09,20:37:44,High,Wife inside training compare sea see front.,48,Vasant Kunj PS,Rainy,Evening,CCTV
Harassment,Paharganj,2024-02-18,12:34:23,Medium,Pick eight wide shoulder bring receive class big political.,44,Paharganj PS,Rainy,Night,Police
Assault,Okhla,2024-01-29,20:27:11,Low,Even market expect still if do together our.,11,Okhla PS,Cloudy,Night,CCTV
Assault,Rajouri Garden,2024-01-01,02:07:49,Low,Likely food card across yes dream put future money.,26,Rajouri Garden PS,Foggy,Evening,CCTV
Kidnapping,Chandni Chowk,2024-02-02,03:06:23,Low,Development few require dark job.,43,Chandni Chowk PS,Foggy,Afternoon,Police
Burglary,Dwarka,2023-06-23,12:01:15,Low,Laugh health magazine provide form radio thank customer table.,38,Dwarka PS,Clear,Morning,CCTV
Assault,Dwarka,2023-04-09,13:56:34,Medium,Anyone interesting everything until me.,26,Dwarka PS,Cloudy,Night,CCTV
Theft,Mayur Vihar,2023-03-26,11:08:51,High,Customer recognize light probably.,66,Mayur Vihar PS,Foggy,Afternoon,CCTV
Assault,Hauz Khas,2024-03-16,22:05:23,High,Leader identify half past beyond like.,53,Hauz Khas PS,Rainy,Night,Citizen
Burglary,Rohini,2025-01-07,08:19:56,High,Almost month factor consumer guess third federal radio message reveal.,63,Rohini PS,Clear,Afternoon,CCTV
Assault,Okhla,2023-09-09,14:34:34,Low,Message on tell rise like.,27,Okhla PS,Clear,Night,Citizen
Harassment,Dwarka,2024-07-11,14:27:20,Medium,Stock design weight father cold within current surface research.,26,Dwarka PS,Clear,Night,CCTV
Kidnapping,Ashok Vihar,2024-11-03,12:26:33,Medium,Different hold already story federal peace describe.,64,Ashok Vihar PS,Foggy,Afternoon,Citizen
Assault,Karol Bagh,2024-02-10,10:27:16,Low,Enough individual national better receive woman collection out year.,15,Karol Bagh PS,Rainy,Morning,Citizen
Theft,Laxmi Nagar,2024-01-30,09:36:14,Medium,Boy difficult painting pressure research improve stage.,69,Laxmi Nagar PS,Clear,Morning,Citizen
Burglary,Lajpat Nagar,2023-11-30,05:56:01,Medium,Up other science yourself part drug throw young ground.,26,Lajpat Nagar PS,Foggy,Night,Citizen
Burglary,Lajpat Nagar,2023-04-24,05:23:24,Low,Could challenge part perhaps participant participant me employee fish.,54,Lajpat Nagar PS,Clear,Night,Police
Theft,Hauz Khas,2023-10-23,01:17:46,Low,Less such window commercial mouth since stock home any drop hot.,36,Hauz Khas PS,Foggy,Night,CCTV
Harassment,Hauz Khas,2024-08-28,20:03:33,High,Very expert piece anyone year PM general free wear bag.,32,Hauz Khas PS,Cloudy,Night,CCTV
Assault,Vasant Kunj,2024-08-22,15:49:03,Medium,Think scientist society sound plan mission.,40,Vasant Kunj PS,Cloudy,Afternoon,Citizen
Assault,Connaught Place,2024-12-26,04:38:23,High,Plant perhaps body board TV.,17,Connaught Place PS,Foggy,Morning,Police
Assault,Rajouri Garden,2024-02-21,19:45:15,Low,Expert major fast decade health fear account.,63,Rajouri Garden PS,Clear,Evening,CCTV
Kidnapping,Pitampura,2024-09-29,02:53:43,Medium,Travel success eight first commercial throughout store statement.,29,Pitampura PS,Rainy,Night,Police
Harassment,Ashok Vihar,2024-10-19,14:54:49,High,Red despite check whole.,51,Ashok Vihar PS,Clear,Afternoon,Citizen
Assault,Lajpat Nagar,2023-04-16,18:06:42,Low,Keep pick rest up trial sometimes however.,18,Lajpat Nagar PS,Foggy,Night,CCTV
Stalking,Lajpat Nagar,2023-05-23,03:04:54,Medium,Create share avoid lose region inside whether.,38,Lajpat Nagar PS,Cloudy,Evening,Police
Theft,Rohini,2023-12-27,13:08:42,High,Property special cost away traditional rock arm owner information write.,46,Rohini PS,Foggy,Afternoon,Police
Burglary,Laxmi Nagar,2023-07-23,15:28:53,Low,Medical boy sure class chair bit catch glass action tree.,29,Laxmi Nagar PS,Foggy,Afternoon,Police
Stalking,Connaught Place,2023-09-08,22:07:22,Low,Include street unit cut item.,28,Connaught Place PS,Clear,Afternoon,Police
Assault,Greater Kailash,2024-03-18,19:49:24,Low,Address factor continue eye talk.,50,Greater Kailash PS,Cloudy,Afternoon,Police
Kidnapping,Hauz Khas,2025-01-13,11:42:39,Medium,Scene case card least relationship indeed.,56,Hauz Khas PS,Rainy,Evening,Citizen
Stalking,Vasant Kunj,2023-11-25,16:42:14,High,Happen have interview than most color practice.,13,Vasant Kunj PS,Cloudy,Evening,Police
Burglary,Greater Kailash,2024-06-25,18:28:32,Medium,Hot left now myself guy less garden.,53,Greater Kailash PS,Rainy,Night,CCTV
Harassment,Hauz Khas,2024-09-11,18:09:23,Low,Relationship subject them during camera.,19,Hauz Khas PS,Rainy,Night,Police
Assault,Connaught Place,2024-08-21,01:01:35,Low,Bill serious which read back herself tough finally dog.,52,Connaught Place PS,Clear,Afternoon,Police
Kidnapping,Dwarka,2024-05-31,12:10:03,Medium,All believe prepare ever two learn traditional.,37,Dwarka PS,Clear,Morning,Citizen
Stalking,Rajouri Garden,2024-03-14,10:46:47,High,Above contain wear data respond skin whatever culture.,27,Rajouri Garden PS,Clear,Evening,Citizen
Burglary,Rajouri Garden,2023-12-11,16:09:54,Medium,Too kid necessary mission activity environment center purpose.,33,Rajouri Garden PS,Foggy,Afternoon,Citizen
Burglary,Karol Bagh,2024-02-02,20:43:18,Low,Experience visit international spring year.,35,Karol Bagh PS,Cloudy,Evening,CCTV
Burglary,Vasant Kunj,2024-09-20,15:54:40,Medium,Animal eat east eye turn.,42,Vasant Kunj PS,Cloudy,Evening,Citizen
Stalking,Vasant Kunj,2024-07-21,14:03:54,High,Identify development might Mrs left teach.,40,Vasant Kunj PS,Rainy,Night,Police
Stalking,Pitampura,2024-10-30,00:51:51,Low,Entire free toward against owner lawyer.,50,Pitampura PS,Clear,Afternoon,Citizen
Stalking,Chandni Chowk,2024-11-28,15:32:49,High,Next more ten manage watch attention.,40,Chandni Chowk PS,Foggy,Evening,Police
Theft,Hauz Khas,2025-01-10,06:56:33,High,Senior discuss perform hard improve else.,64,Hauz Khas PS,Rainy,Evening,Police
Harassment,Connaught Place,2024-03-17,15:34:18,High,Any single how grow effect official ask.,21,Connaught Place PS,Clear,Morning,Police
Theft,Sarojini Nagar,2024-02-11,03:01:33,High,Today option vote process letter.,60,Sarojini Nagar PS,Clear,Evening,Citizen
Assault,Rohini,2023-09-18,15:52:45,High,International official player could card floor home.,60,Rohini PS,Rainy,Evening,Police
Stalking,Greater Kailash,2024-07-14,23:06:29,Medium,Those whose drug current catch help fly let name church.,30,Greater Kailash PS,Cloudy,Afternoon,Police
Harassment,Connaught Place,2023-12-12,01:13:29,Low,Fact plan person own wear result old.,41,Connaught Place PS,Foggy,Evening,CCTV
Kidnapping,Ashok Vihar,2024-09-18,02:36:23,Low,Stock significant dark east member with.,38,Ashok Vihar PS,Foggy,Evening,CCTV
Assault,Okhla,2024-02-27,19:29:50,Medium,Mr board change green enjoy whom it here learn soldier.,26,Okhla PS,Clear,Morning,Citizen
Theft,Sarojini Nagar,2024-10-04,02:16:51,High,Enough into cell watch process political fire truth.,62,Sarojini Nagar PS,Cloudy,Evening,Citizen
Stalking,Greater Kailash,2023-04-28,06:32:28,Low,Again sure front half I tend field.,30,Greater Kailash PS,Foggy,Evening,Police
Kidnapping,Janakpuri,2023-10-14,23:13:38,High,Smile understand movement possible part.,57,Janakpuri PS,Foggy,Morning,CCTV
Stalking,Dwarka,2023-05-20,18:08:58,High,Western dream child too fine process ahead buy.,56,Dwarka PS,Rainy,Night,CCTV
Theft,Sarojini Nagar,2024-10-04,04:47:28,Medium,Hour say social support figure beat here.,41,Sarojini Nagar PS,Clear,Evening,Citizen
Theft,Sarojini Nagar,2024-10-02,07:03:03,High,Road senior PM approach whether.,27,Sarojini Nagar PS,Foggy,Evening,Police
Harassment,Chandni Chowk,2024-12-24,21:07:36,Low,Subject record pay television anything modern career.,65,Chandni Chowk PS,Cloudy,Evening,CCTV
Burglary,Sarojini Nagar,2023-09-18,19:09:25,Low,Design thought right this actually inside pay.,36,Sarojini Nagar PS,Rainy,Night,CCTV
Assault,Okhla,2024-11-27,17:20:27,Medium,Piece memory war claim build most grow.,14,Okhla PS,Cloudy,Evening,CCTV
Stalking,Mayur Vihar,2023-04-28,23:16:25,Low,Somebody area world perhaps vote return free hundred phone.,56,Mayur Vihar PS,Cloudy,Afternoon,Citizen
Assault,Mayur Vihar,2023-08-23,03:45:19,Medium,Source across improve value fear night life politics ability manage.,28,Mayur Vihar PS,Cloudy,Evening,Citizen
Harassment,Khan Market,2024-03-01,19:33:42,Medium,Society agent trial value term suggest small receive camera.,30,Khan Market PS,Clear,Night,Police
Theft,Sarojini Nagar,2025-01-17,17:50:56,Medium,Law last professor clearly majority wide around partner.,32,Sarojini Nagar PS,Clear,Evening,Citizen
Harassment,Rajouri Garden,2024-07-02,06:32:25,Medium,System top hundred although before.,35,Rajouri Garden PS,Rainy,Afternoon,Citizen
Stalking,Karol Bagh,2023-11-15,00:05:23,High,Civil current test pick majority special.,38,Karol Bagh PS,Foggy,Afternoon,CCTV
Harassment,Rohini,2024-04-30,22:04:37,High,Agency face remember involve before here employee law and.,51,Rohini PS,Clear,Afternoon,CCTV
Stalking,Mayur Vihar,2023-10-10,03:13:02,High,Choice few seek amount very beyond whose help.,20,Mayur Vihar PS,Rainy,Evening,CCTV
Harassment,Connaught Place,2023-11-30,12:23:25,Medium,Threat citizen coach how claim huge develop military.,57,Connaught Place PS,Rainy,Night,Citizen
Assault,Khan Market,2024-11-21,19:56:23,Low,Home detail on wish condition everything throw team structure.,67,Khan Market PS,Clear,Evening,CCTV
Burglary,Okhla,2023-05-19,19:32:43,Medium,Build concern real stand political wrong art four every.,21,Okhla PS,Foggy,Night,CCTV
Stalking,Greater Kailash,2024-01-10,10:42:46,Low,This state focus she trial over treat box.,66,Greater Kailash PS,Clear,Morning,Citizen
Kidnapping,Okhla,2023-12-22,22:08:25,Low,Produce spring final nation identify nor quite.,54,Okhla PS,Foggy,Night,CCTV
Theft,Rajouri Garden,2025-01-17,21:27:24,Low,Late high tax early those onto.,30,Rajouri Garden PS,Rainy,Evening,Citizen
