id,text,location,date,sentiment
1321,Delhi police launches new helpline for women safety.,Rohini,2023-03-20,Positive
1322,Women safety measures were discussed in the Delhi Assembly.,Lajpat Nagar,2023-09-24,Neutral
1323,Another case of harassment reported near Saket metro station.,Saket,2023-08-26,Negative
1324,Public transport usage among women has remained stable this year.,Rajouri Garden,2023-01-21,Neutral
1325,The metro is the preferred mode of transport for women in Delhi.,Karol Bagh,2023-08-16,Neutral
1326,Traffic congestion continues to be an issue across Delhi.,Nehru Place,2023-12-03,Neutral
1327,Police response to complaints in Rohini remains slow.,Kalkaji,2023-05-31,Negative
1328,Self-defense workshops for women are gaining popularity in Hauz Khas.,Nehru Place,2023-05-04,Positive
1329,Traffic congestion continues to be an issue across Delhi.,Rajouri Garden,2023-11-25,Neutral
1330,Another case of harassment reported near Saket metro station.,Greater Kailash,2023-03-28,Negative
1331,Another case of harassment reported near Saket metro station.,Rohini,2023-05-08,Negative
1332,Traffic congestion continues to be an issue across Delhi.,Kalkaji,2023-05-24,Neutral
1333,Traffic congestion continues to be an issue across Delhi.,Rajouri Garden,2023-10-20,Neutral
1334,Traffic congestion continues to be an issue across Delhi.,Rajouri Garden,2023-03-20,Neutral
1335,Increased patrolling has reduced crime rates in Karol Bagh.,Saket,2023-05-22,Positive
1336,The metro is the preferred mode of transport for women in Delhi.,Saket,2023-02-09,Neutral
1337,The metro is the preferred mode of transport for women in Delhi.,Kalkaji,2023-02-06,Neutral
1338,Women safety measures were discussed in the Delhi Assembly.,Greater Kailash,2023-03-14,Neutral
1339,New mobile app helps women report harassment instantly.,Mayur Vihar,2023-05-15,Positive
1340,Women feel unsafe walking alone at night in Rajouri Garden.,Dwarka,2023-08-08,Negative
1341,Delhi police launches new helpline for women safety.,Connaught Place,2023-01-17,Positive
1342,NGOs held an awareness campaign in Connaught Place.,Connaught Place,2023-06-08,Neutral
1343,Police response to complaints in Rohini remains slow.,Connaught Place,2023-01-16,Negative
1344,Traffic congestion continues to be an issue across Delhi.,Pitampura,2023-05-01,Neutral
1345,New mobile app helps women report harassment instantly.,Hauz Khas,2023-08-02,Positive
1346,Self-defense workshops for women are gaining popularity in Hauz Khas.,Lajpat Nagar,2023-06-24,Positive
1347,Recent survey shows rising fear among women in Delhi.,Pitampura,2023-04-11,Negative
1348,New mobile app helps women report harassment instantly.,Kalkaji,2023-04-16,Positive
1349,More street lights installed in Dwarka to improve safety.,Greater Kailash,2023-01-24,Positive
1350,Delhi police launches new helpline for women safety.,Hauz Khas,2023-06-08,Positive
1351,Delhi police launches new helpline for women safety.,Kalkaji,2023-05-19,Positive
1352,Women feel unsafe walking alone at night in Rajouri Garden.,Lajpat Nagar,2023-03-31,Negative
1353,Delhi police launches new helpline for women safety.,Rajouri Garden,2023-01-01,Positive
1354,Increased patrolling has reduced crime rates in Karol Bagh.,Mayur Vihar,2023-10-27,Positive
1355,Delhi police launches new helpline for women safety.,Kalkaji,2023-01-05,Positive
1356,Self-defense workshops for women are gaining popularity in Hauz Khas.,Vasant Kunj,2023-10-06,Positive
1357,Delhi police launches new helpline for women safety.,Kalkaji,2023-10-10,Positive
1358,NGOs held an awareness campaign in Connaught Place.,Hauz Khas,2023-09-23,Neutral
1359,Traffic congestion continues to be an issue across Delhi.,Pitampura,2023-12-08,Neutral
1360,NGOs held an awareness campaign in Connaught Place.,Rohini,2023-02-23,Neutral
1361,Lack of proper street lighting makes Chandni Chowk unsafe.,Connaught Place,2023-01-08,Negative
1362,Delhi police launches new helpline for women safety.,Vasant Kunj,2023-03-22,Positive
1363,Public transport usage among women has remained stable this year.,Nehru Place,2023-10-07,Neutral
1364,The metro is the preferred mode of transport for women in Delhi.,Rohini,2023-08-15,Neutral
1365,NGOs held an awareness campaign in Connaught Place.,Rohini,2023-06-11,Neutral
1366,Increased patrolling has reduced crime rates in Karol Bagh.,Hauz Khas,2023-02-01,Positive
1367,Traffic congestion continues to be an issue across Delhi.,Nehru Place,2023-08-21,Neutral
1368,Another case of harassment reported near Saket metro station.,Lajpat Nagar,2023-07-04,Negative
1369,Traffic congestion continues to be an issue across Delhi.,Lajpat Nagar,2023-04-26,Neutral
1370,More street lights installed in Dwarka to improve safety.,Mayur Vihar,2023-09-10,Positive
1371,NGOs held an awareness campaign in Connaught Place.,Chandni Chowk,2023-10-17,Neutral
1372,Increased patrolling has reduced crime rates in Karol Bagh.,Chandni Chowk,2023-12-12,Positive
1373,NGOs held an awareness campaign in Connaught Place.,Dwarka,2023-06-15,Neutral
1374,The metro is the preferred mode of transport for women in Delhi.,Rohini,2023-09-09,Neutral
1375,Another case of harassment reported near Saket metro station.,Karol Bagh,2023-10-29,Negative
1376,Police response to complaints in Rohini remains slow.,Pitampura,2023-05-26,Negative
1377,More street lights installed in Dwarka to improve safety.,Connaught Place,2023-07-06,Positive
1378,New mobile app helps women report harassment instantly.,Saket,2023-12-06,Positive
1379,NGOs held an awareness campaign in Connaught Place.,Rohini,2023-08-25,Neutral
1380,The metro is the preferred mode of transport for women in Delhi.,Chandni Chowk,2023-09-28,Neutral
1381,NGOs held an awareness campaign in Connaught Place.,Lajpat Nagar,2023-01-27,Neutral
1382,Traffic congestion continues to be an issue across Delhi.,Rajouri Garden,2023-06-19,Neutral
1383,The metro is the preferred mode of transport for women in Delhi.,Saket,2023-03-29,Neutral
1384,More street lights installed in Dwarka to improve safety.,Chandni Chowk,2023-02-15,Positive
1385,The metro is the preferred mode of transport for women in Delhi.,Pitampura,2023-11-29,Neutral
1386,Increased patrolling has reduced crime rates in Karol Bagh.,Saket,2023-08-20,Positive
1387,Lack of proper street lighting makes Chandni Chowk unsafe.,Karol Bagh,2023-03-30,Negative
1388,Police response to complaints in Rohini remains slow.,Mayur Vihar,2023-12-23,Negative
1389,Another case of harassment reported near Saket metro station.,Rajouri Garden,2023-10-17,Negative
1390,Another case of harassment reported near Saket metro station.,Rohini,2023-07-10,Negative
1391,NGOs held an awareness campaign in Connaught Place.,Greater Kailash,2023-06-28,Neutral
1392,Delhi police launches new helpline for women safety.,Connaught Place,2023-07-03,Positive
1393,Increased patrolling has reduced crime rates in Karol Bagh.,Saket,2023-04-07,Positive
1394,NGOs held an awareness campaign in Connaught Place.,Mayur Vihar,2023-06-26,Neutral
1395,Police response to complaints in Rohini remains slow.,Hauz Khas,2023-08-12,Negative
1396,Public transport usage among women has remained stable this year.,Dwarka,2023-12-13,Neutral
1397,Traffic congestion continues to be an issue across Delhi.,Kalkaji,2023-06-02,Neutral
1398,Increased patrolling has reduced crime rates in Karol Bagh.,Vasant Kunj,2023-11-03,Positive
1399,Public transport usage among women has remained stable this year.,Nehru Place,2023-08-23,Neutral
1400,NGOs held an awareness campaign in Connaught Place.,Pitampura,2023-11-27,Neutral
1401,Public transport usage among women has remained stable this year.,Vasant Kunj,2023-06-03,Neutral
1402,Recent survey shows rising fear among women in Delhi.,Hauz Khas,2023-09-08,Negative
1403,NGOs held an awareness campaign in Connaught Place.,Pitampura,2023-10-21,Neutral
1404,Women safety measures were discussed in the Delhi Assembly.,Connaught Place,2023-11-22,Neutral
1405,More street lights installed in Dwarka to improve safety.,Hauz Khas,2023-06-26,Positive
1406,Another case of harassment reported near Saket metro station.,Greater Kailash,2023-03-13,Negative
1407,Public transport usage among women has remained stable this year.,Nehru Place,2023-10-10,Neutral
1408,Police response to complaints in Rohini remains slow.,Rajouri Garden,2023-03-09,Negative
1409,Public transport usage among women has remained stable this year.,Connaught Place,2023-11-22,Neutral
1410,Police response to complaints in Rohini remains slow.,Pitampura,2023-11-11,Negative
1411,Self-defense workshops for women are gaining popularity in Hauz Khas.,Pitampura,2023-08-04,Positive
1412,Another case of harassment reported near Saket metro station.,Connaught Place,2023-04-10,Negative
1413,Women feel unsafe walking alone at night in Rajouri Garden.,Saket,2023-12-08,Negative
1414,Recent survey shows rising fear among women in Delhi.,Rohini,2023-09-20,Negative
1415,Women safety measures were discussed in the Delhi Assembly.,Hauz Khas,2023-09-21,Neutral
1416,Women safety measures were discussed in the Delhi Assembly.,Nehru Place,2023-04-05,Neutral
1417,Women feel unsafe walking alone at night in Rajouri Garden.,Greater Kailash,2023-02-05,Negative
1418,Police response to complaints in Rohini remains slow.,Karol Bagh,2023-12-26,Negative
1419,Traffic congestion continues to be an issue across Delhi.,Rohini,2023-08-08,Neutral
1420,New mobile app helps women report harassment instantly.,Hauz Khas,2023-08-08,Positive
1421,Recent survey shows rising fear among women in Delhi.,Vasant Kunj,2023-11-17,Negative
1422,Women safety measures were discussed in the Delhi Assembly.,Kalkaji,2023-04-11,Neutral
1423,Increased patrolling has reduced crime rates in Karol Bagh.,Rajouri Garden,2023-04-18,Positive
1424,Self-defense workshops for women are gaining popularity in Hauz Khas.,Nehru Place,2023-07-30,Positive
1425,Self-defense workshops for women are gaining popularity in Hauz Khas.,Pitampura,2023-05-12,Positive
1426,Traffic congestion continues to be an issue across Delhi.,Karol Bagh,2023-07-16,Neutral
1427,Women safety measures were discussed in the Delhi Assembly.,Pitampura,2023-01-13,Neutral
1428,Women feel unsafe walking alone at night in Rajouri Garden.,Nehru Place,2023-03-13,Negative
1429,NGOs held an awareness campaign in Connaught Place.,Nehru Place,2023-03-19,Neutral
1430,NGOs held an awareness campaign in Connaught Place.,Karol Bagh,2023-08-06,Neutral
1431,Lack of proper street lighting makes Chandni Chowk unsafe.,Greater Kailash,2023-02-04,Negative
1432,Public transport usage among women has remained stable this year.,Chandni Chowk,2023-10-15,Neutral
1433,Self-defense workshops for women are gaining popularity in Hauz Khas.,Rohini,2023-01-18,Positive
1434,More street lights installed in Dwarka to improve safety.,Pitampura,2023-06-29,Positive
1435,Increased patrolling has reduced crime rates in Karol Bagh.,Saket,2023-06-05,Positive
1436,Increased patrolling has reduced crime rates in Karol Bagh.,Rohini,2023-08-12,Positive
1437,Traffic congestion continues to be an issue across Delhi.,Rohini,2023-11-17,Neutral
1438,Women safety measures were discussed in the Delhi Assembly.,Nehru Place,2023-04-24,Neutral
1439,NGOs held an awareness campaign in Connaught Place.,Chandni Chowk,2023-05-14,Neutral
1440,Traffic congestion continues to be an issue across Delhi.,Dwarka,2023-11-25,Neutral
1441,Public transport usage among women has remained stable this year.,Dwarka,2023-03-03,Neutral
1442,More street lights installed in Dwarka to improve safety.,Rohini,2023-08-30,Positive
1443,Another case of harassment reported near Saket metro station.,Karol Bagh,2023-08-28,Negative
1444,Another case of harassment reported near Saket metro station.,Kalkaji,2023-11-28,Negative
1445,NGOs held an awareness campaign in Connaught Place.,Vasant Kunj,2023-10-14,Neutral
1446,Recent survey shows rising fear among women in Delhi.,Rajouri Garden,2023-07-15,Negative
1447,Police response to complaints in Rohini remains slow.,Mayur Vihar,2023-05-02,Negative
1448,The metro is the preferred mode of transport for women in Delhi.,Nehru Place,2023-02-25,Neutral
1449,Women feel unsafe walking alone at night in Rajouri Garden.,Dwarka,2023-09-22,Negative
1450,Public transport usage among women has remained stable this year.,Nehru Place,2023-07-07,Neutral
1451,Women safety measures were discussed in the Delhi Assembly.,Kalkaji,2023-05-10,Neutral
1452,New mobile app helps women report harassment instantly.,Vasant Kunj,2023-07-19,Positive
1453,Increased patrolling has reduced crime rates in Karol Bagh.,Hauz Khas,2023-10-29,Positive
1454,Police response to complaints in Rohini remains slow.,Karol Bagh,2023-01-06,Negative
1455,Increased patrolling has reduced crime rates in Karol Bagh.,Rohini,2023-12-08,Positive
1456,Public transport usage among women has remained stable this year.,Greater Kailash,2023-09-08,Neutral
1457,Traffic congestion continues to be an issue across Delhi.,Karol Bagh,2023-02-20,Neutral
1458,Lack of proper street lighting makes Chandni Chowk unsafe.,Nehru Place,2023-10-30,Negative
1459,Women feel unsafe walking alone at night in Rajouri Garden.,Connaught Place,2023-01-12,Negative
1460,The metro is the preferred mode of transport for women in Delhi.,Saket,2023-11-04,Neutral
1461,Police response to complaints in Rohini remains slow.,Saket,2023-03-26,Negative
1462,The metro is the preferred mode of transport for women in Delhi.,Pitampura,2023-04-19,Neutral
1463,Self-defense workshops for women are gaining popularity in Hauz Khas.,Kalkaji,2023-05-05,Positive
1464,More street lights installed in Dwarka to improve safety.,Hauz Khas,2023-02-20,Positive
1465,Public transport usage among women has remained stable this year.,Chandni Chowk,2023-07-31,Neutral
1466,Another case of harassment reported near Saket metro station.,Saket,2023-06-03,Negative
1467,Women feel unsafe walking alone at night in Rajouri Garden.,Lajpat Nagar,2023-02-13,Negative
