Crime Type,Latitude,Longitude,Date,Time,Severity,Crime Description,Victim Age,Police Station,Weather Condition,Time of Day,Incident Reported
Vandalism,28.428996,77.080183,2024-12-01,22:23,3,Shoplifting,32,Kashmere Gate Police Station,Clear,Night,Yes
Assault,28.742477,77.1943,2023-11-30,17:12,1,Shoplifting,21,Connaught Place Police Station,Cloudy,Evening,No
Assault,28.563154,77.283314,2022-07-03,15:30,2,Street robbery,43,Dwarka Sector 10 Police Station,Fog,Afternoon,No
Burglary,28.638625,76.902645,2023-02-23,18:01,2,Car theft,45,Rohini North Police Station,Haze,Evening,Yes
Murder,28.767397,76.814199,2020-05-25,17:15,4,Chain snatching,23,Kashmere Gate Police Station,Clear,Evening,No
Harassment,28.462593,77.2901,2023-03-08,21:17,3,Shoplifting,21,Vasant Kunj Police Station,Clear,Night,Yes
Assault,28.74797,77.171406,2020-03-05,21:08,2,Street robbery,18,Rohini North Police Station,Cloudy,Night,Yes
Harassment,28.584561,76.85277,2022-05-11,02:03,4,Cyber fraud,47,Connaught Place Police Station,Cloudy,Night,Yes
Vandalism,28.683351,77.094232,2023-12-30,08:04,3,Shoplifting,37,Dwarka Sector 10 Police Station,Clear,Morning,Yes
Vandalism,28.5519,76.93241,2024-04-26,08:11,4,Car theft,37,Connaught Place Police Station,Fog,Morning,Yes
Burglary,28.424985,76.906018,2023-07-02,11:42,2,Stolen bike,37,Lajpat Nagar Police Station,Rain,Morning,Yes
Assault,28.775486,76.996876,2020-04-08,17:36,2,Stolen bike,26,Lajpat Nagar Police Station,Cloudy,Evening,Yes
Murder,28.766792,76.963771,2024-04-29,19:56,4,Public intoxication,38,Vasant Kunj Police Station,Clear,Evening,No
Assault,28.828093,77.08916,2020-04-28,20:17,1,Shoplifting,48,Kashmere Gate Police Station,Cloudy,Night,Yes
Assault,28.588889,76.83033,2020-12-16,22:56,1,Chain snatching,47,Lajpat Nagar Police Station,Cloudy,Night,No
Burglary,28.888677,76.82378,2022-06-19,15:52,4,Domestic violence,43,Dwarka Sector 10 Police Station,Cloudy,Afternoon,Yes
Robbery,28.496452,76.869711,2021-09-08,03:03,4,Domestic violence,20,Lajpat Nagar Police Station,Fog,Night,No
Vandalism,28.674506,76.851042,2024-10-09,19:42,2,Chain snatching,32,Rohini North Police Station,Rain,Evening,Yes
Harassment,28.843493,77.282825,2024-09-26,17:39,5,Car theft,32,Lajpat Nagar Police Station,Haze,Evening,No
Assault,28.782474,76.878871,2021-10-20,02:00,3,Stolen bike,51,Rohini North Police Station,Rain,Night,Yes
Fraud,28.716667,77.076998,2023-11-10,07:02,5,Car theft,39,Lajpat Nagar Police Station,Haze,Morning,No
Burglary,28.538689,76.862913,2021-07-08,03:15,3,Street robbery,29,Kashmere Gate Police Station,Fog,Night,No
Harassment,28.895531,76.887693,2024-04-03,12:49,3,Domestic violence,30,Connaught Place Police Station,Fog,Afternoon,No
Murder,28.677062,77.094946,2022-06-30,06:21,4,Cyber fraud,50,Rohini North Police Station,Rain,Morning,Yes
Assault,28.662969,77.278632,2022-11-26,14:34,1,Car theft,52,Connaught Place Police Station,Fog,Afternoon,No
Assault,28.502693,76.933448,2020-11-17,02:02,3,Chain snatching,20,Kashmere Gate Police Station,Haze,Night,No
Harassment,28.447818,76.843634,2021-11-18,08:44,1,Street robbery,20,Lajpat Nagar Police Station,Fog,Morning,No
Fraud,28.753576,76.975498,2024-10-07,20:01,4,Public intoxication,42,Vasant Kunj Police Station,Cloudy,Night,Yes
Vandalism,28.575182,77.089304,2021-03-09,18:40,2,Shoplifting,25,Kashmere Gate Police Station,Cloudy,Evening,Yes
Murder,28.438602,76.809593,2020-12-27,00:07,3,Shoplifting,57,Vasant Kunj Police Station,Fog,Night,No
Murder,28.432229,77.203437,2021-09-02,11:03,4,Street robbery,46,Vasant Kunj Police Station,Haze,Morning,No
Fraud,28.671124,77.225518,2024-06-23,18:01,2,Car theft,24,Kashmere Gate Police Station,Cloudy,Evening,No
Robbery,28.775034,76.900619,2020-12-05,05:16,2,Shoplifting,52,Rohini North Police Station,Cloudy,Morning,Yes
Harassment,28.768368,76.854298,2021-01-23,02:49,4,Chain snatching,45,Kashmere Gate Police Station,Clear,Night,No
Robbery,28.600993,77.168437,2021-09-25,07:43,1,Stolen bike,58,Rohini North Police Station,Haze,Morning,No
Burglary,28.800207,77.278085,2022-09-04,12:48,1,Domestic violence,37,Lajpat Nagar Police Station,Cloudy,Afternoon,Yes
Fraud,28.400919,77.246696,2020-08-20,23:06,5,Chain snatching,48,Dwarka Sector 10 Police Station,Haze,Night,No
Murder,28.672869,76.963318,2020-07-03,02:56,3,Chain snatching,50,Kashmere Gate Police Station,Clear,Night,No
Assault,28.463695,77.236894,2020-08-26,02:09,5,Stolen bike,49,Vasant Kunj Police Station,Fog,Night,No
Murder,28.478065,77.048997,2020-11-30,01:03,1,Chain snatching,60,Kashmere Gate Police Station,Fog,Night,No
Robbery,28.742461,77.03972,2023-09-28,15:22,2,Car theft,58,Lajpat Nagar Police Station,Fog,Afternoon,Yes
Murder,28.79223,77.167086,2020-11-15,12:12,5,Public intoxication,51,Kashmere Gate Police Station,Haze,Afternoon,Yes
Burglary,28.539344,77.085191,2020-04-09,20:04,3,Chain snatching,22,Kashmere Gate Police Station,Clear,Night,Yes
Assault,28.672876,76.966594,2021-04-05,05:49,2,Stolen bike,36,Connaught Place Police Station,Fog,Morning,Yes
Harassment,28.850743,76.886284,2022-12-29,00:12,2,Stolen bike,60,Lajpat Nagar Police Station,Haze,Night,No
Robbery,28.619103,77.184456,2024-09-30,18:54,3,Cyber fraud,35,Vasant Kunj Police Station,Rain,Evening,No
Assault,28.886268,77.002417,2022-03-18,17:12,5,Chain snatching,28,Vasant Kunj Police Station,Cloudy,Evening,Yes
Harassment,28.602357,76.868199,2020-04-04,10:59,2,Public intoxication,27,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Harassment,28.404235,76.962193,2020-10-12,21:32,3,Chain snatching,54,Rohini North Police Station,Haze,Night,No
Burglary,28.676356,76.820676,2021-11-14,00:35,1,Shoplifting,19,Vasant Kunj Police Station,Clear,Night,Yes
Assault,28.444108,77.210827,2020-10-19,11:11,1,Shoplifting,46,Vasant Kunj Police Station,Fog,Morning,No
Vandalism,28.742502,77.022616,2021-06-10,19:40,1,Car theft,52,Dwarka Sector 10 Police Station,Fog,Evening,Yes
Robbery,28.492142,77.234262,2024-09-16,07:00,3,Stolen bike,31,Dwarka Sector 10 Police Station,Fog,Morning,Yes
Robbery,28.801783,77.282515,2020-04-07,16:06,3,Car theft,60,Connaught Place Police Station,Cloudy,Afternoon,No
Fraud,28.821465,76.967549,2021-09-12,23:22,5,Street robbery,50,Connaught Place Police Station,Cloudy,Night,Yes
Fraud,28.543074,76.912489,2020-12-07,21:19,5,Cyber fraud,18,Dwarka Sector 10 Police Station,Rain,Night,Yes
Harassment,28.813546,77.080552,2021-08-29,08:46,2,Stolen bike,45,Lajpat Nagar Police Station,Haze,Morning,Yes
Murder,28.617684,76.801719,2022-07-10,14:55,4,Cyber fraud,43,Rohini North Police Station,Cloudy,Afternoon,Yes
Fraud,28.839886,77.16823,2020-06-25,06:01,4,Car theft,58,Lajpat Nagar Police Station,Rain,Morning,Yes
Vandalism,28.688029,77.083561,2020-03-05,03:07,2,Domestic violence,49,Kashmere Gate Police Station,Rain,Night,Yes
Murder,28.538288,77.23351,2021-07-02,15:04,1,Public intoxication,25,Connaught Place Police Station,Fog,Afternoon,No
Assault,28.73367,77.098302,2023-11-01,08:00,5,Car theft,45,Vasant Kunj Police Station,Haze,Morning,Yes
Theft,28.699568,77.19701,2020-11-16,18:37,3,Stolen bike,23,Connaught Place Police Station,Cloudy,Evening,Yes
Robbery,28.46662,76.947449,2021-01-31,12:14,5,Stolen bike,54,Connaught Place Police Station,Rain,Afternoon,Yes
Assault,28.543985,76.973506,2024-02-04,14:41,4,Shoplifting,24,Connaught Place Police Station,Fog,Afternoon,No
Robbery,28.495239,76.908445,2020-11-22,22:28,1,Cyber fraud,51,Dwarka Sector 10 Police Station,Clear,Night,No
Murder,28.647162,77.003755,2024-10-09,15:36,1,Stolen bike,25,Kashmere Gate Police Station,Haze,Afternoon,Yes
Burglary,28.717345,77.238185,2020-08-26,20:19,5,Stolen bike,31,Dwarka Sector 10 Police Station,Cloudy,Night,No
Theft,28.860354,76.961822,2021-03-19,21:24,4,Street robbery,32,Rohini North Police Station,Fog,Night,No
Burglary,28.535377,77.091802,2023-01-16,11:20,2,Car theft,57,Kashmere Gate Police Station,Cloudy,Morning,No
Murder,28.586254,77.13177,2022-03-23,01:41,3,Cyber fraud,55,Lajpat Nagar Police Station,Clear,Night,No
Fraud,28.714745,77.205673,2023-01-23,11:50,1,Street robbery,59,Lajpat Nagar Police Station,Haze,Morning,Yes
Burglary,28.76791,77.032626,2022-11-25,04:38,4,Cyber fraud,25,Lajpat Nagar Police Station,Haze,Night,No
Theft,28.544076,77.106344,2021-10-13,11:23,1,Stolen bike,42,Vasant Kunj Police Station,Cloudy,Morning,Yes
Robbery,28.771443,76.965149,2021-05-31,14:12,1,Stolen bike,32,Dwarka Sector 10 Police Station,Rain,Afternoon,No
Robbery,28.620205,77.208377,2023-10-27,05:22,5,Car theft,44,Dwarka Sector 10 Police Station,Cloudy,Morning,Yes
Fraud,28.563128,77.140432,2021-10-14,19:43,5,Cyber fraud,41,Kashmere Gate Police Station,Haze,Evening,No
Vandalism,28.491022,77.053474,2021-06-29,02:17,1,Domestic violence,59,Dwarka Sector 10 Police Station,Cloudy,Night,No
Vandalism,28.683272,77.181561,2023-07-13,00:20,1,Domestic violence,48,Rohini North Police Station,Cloudy,Night,No
Robbery,28.545117,77.109374,2021-07-31,17:11,5,Chain snatching,51,Vasant Kunj Police Station,Fog,Evening,Yes
Theft,28.719905,77.298764,2021-12-19,09:00,4,Chain snatching,56,Dwarka Sector 10 Police Station,Clear,Morning,No
Harassment,28.776508,77.13632,2022-07-21,02:03,5,Cyber fraud,42,Vasant Kunj Police Station,Cloudy,Night,No
Burglary,28.631961,76.885744,2023-09-30,05:43,3,Stolen bike,54,Lajpat Nagar Police Station,Cloudy,Morning,No
Murder,28.50191,76.82075,2024-11-24,03:15,4,Chain snatching,18,Connaught Place Police Station,Rain,Night,No
Murder,28.784435,76.803332,2023-06-01,03:31,1,Stolen bike,60,Rohini North Police Station,Fog,Night,No
Theft,28.542999,76.923534,2024-04-03,16:27,5,Cyber fraud,43,Connaught Place Police Station,Clear,Afternoon,No
Harassment,28.81333,76.976496,2023-10-18,18:20,1,Car theft,54,Connaught Place Police Station,Haze,Evening,No
Murder,28.773829,76.927155,2024-08-25,23:46,2,Stolen bike,27,Rohini North Police Station,Rain,Night,Yes
Fraud,28.658759,77.28602,2022-08-16,21:27,5,Street robbery,32,Connaught Place Police Station,Cloudy,Night,Yes
Vandalism,28.449278,77.28164,2023-11-07,22:27,5,Shoplifting,56,Connaught Place Police Station,Cloudy,Night,No
Theft,28.556643,77.214619,2023-01-12,17:28,1,Cyber fraud,19,Vasant Kunj Police Station,Clear,Evening,No
Murder,28.467082,77.060404,2023-01-04,19:54,1,Chain snatching,38,Connaught Place Police Station,Fog,Evening,No
Vandalism,28.68505,76.866645,2023-01-17,21:50,2,Chain snatching,52,Dwarka Sector 10 Police Station,Cloudy,Night,Yes
Vandalism,28.796922,76.810084,2023-10-07,13:44,2,Shoplifting,18,Dwarka Sector 10 Police Station,Clear,Afternoon,No
Harassment,28.653518,77.231713,2024-06-20,11:18,5,Domestic violence,32,Rohini North Police Station,Clear,Morning,No
Robbery,28.753276,76.978915,2024-08-30,14:06,5,Car theft,19,Dwarka Sector 10 Police Station,Clear,Afternoon,Yes
Vandalism,28.489107,77.245741,2022-01-29,21:20,1,Cyber fraud,28,Rohini North Police Station,Rain,Night,Yes
Vandalism,28.672583,76.88911,2020-06-04,08:45,4,Car theft,53,Rohini North Police Station,Rain,Morning,No
Fraud,28.445516,77.246925,2021-09-10,20:12,4,Shoplifting,34,Lajpat Nagar Police Station,Haze,Night,No
Assault,28.581396,77.035218,2022-01-13,00:58,4,Cyber fraud,36,Dwarka Sector 10 Police Station,Fog,Night,Yes
Robbery,28.686629,77.19281,2021-10-08,00:55,4,Shoplifting,26,Lajpat Nagar Police Station,Rain,Night,No
Robbery,28.866114,76.811502,2022-09-28,02:52,3,Street robbery,32,Lajpat Nagar Police Station,Clear,Night,No
Theft,28.7975,77.283689,2022-03-30,19:17,1,Car theft,34,Vasant Kunj Police Station,Fog,Evening,Yes
Vandalism,28.596822,77.035825,2020-06-02,10:55,2,Domestic violence,26,Lajpat Nagar Police Station,Clear,Morning,No
Vandalism,28.597331,76.847645,2022-07-11,21:17,3,Public intoxication,55,Vasant Kunj Police Station,Cloudy,Night,Yes
Vandalism,28.771224,77.228641,2021-10-13,22:14,3,Chain snatching,53,Lajpat Nagar Police Station,Fog,Night,No
Assault,28.457968,76.823737,2020-10-28,21:59,5,Stolen bike,28,Vasant Kunj Police Station,Clear,Night,Yes
Vandalism,28.757451,77.167712,2020-08-01,01:06,1,Cyber fraud,46,Rohini North Police Station,Fog,Night,No
Theft,28.596405,77.074202,2022-08-06,13:13,3,Domestic violence,46,Connaught Place Police Station,Haze,Afternoon,No
Vandalism,28.416562,77.142093,2020-09-28,02:19,3,Shoplifting,31,Vasant Kunj Police Station,Clear,Night,No
Harassment,28.838999,77.112696,2022-04-25,21:53,4,Cyber fraud,50,Lajpat Nagar Police Station,Fog,Night,Yes
Harassment,28.667122,77.062143,2020-03-31,07:43,4,Stolen bike,57,Rohini North Police Station,Cloudy,Morning,No
Fraud,28.667537,76.876228,2023-07-16,17:21,5,Stolen bike,22,Lajpat Nagar Police Station,Cloudy,Evening,Yes
Murder,28.598885,76.813446,2022-02-09,11:39,2,Public intoxication,40,Vasant Kunj Police Station,Clear,Morning,Yes
Robbery,28.728436,77.293658,2023-02-04,05:51,3,Street robbery,21,Vasant Kunj Police Station,Cloudy,Morning,No
Fraud,28.576678,77.289877,2022-02-13,08:30,5,Street robbery,55,Vasant Kunj Police Station,Rain,Morning,No
Theft,28.484892,77.056527,2024-09-20,16:21,3,Car theft,41,Rohini North Police Station,Clear,Afternoon,Yes
Burglary,28.481636,77.269278,2024-07-06,03:37,5,Shoplifting,38,Vasant Kunj Police Station,Clear,Night,No
Vandalism,28.772696,77.15793,2022-07-17,00:08,3,Shoplifting,32,Vasant Kunj Police Station,Rain,Night,No
Fraud,28.88703,77.290225,2022-04-25,05:49,4,Car theft,30,Lajpat Nagar Police Station,Cloudy,Morning,No
Theft,28.713822,76.814935,2023-07-26,11:47,5,Domestic violence,33,Vasant Kunj Police Station,Fog,Morning,Yes
Burglary,28.859789,77.075833,2020-12-20,07:27,1,Chain snatching,18,Lajpat Nagar Police Station,Rain,Morning,No
Theft,28.899871,77.080099,2022-03-25,00:41,4,Street robbery,53,Kashmere Gate Police Station,Rain,Night,No
Assault,28.799071,77.009462,2023-12-03,07:48,5,Stolen bike,57,Kashmere Gate Police Station,Clear,Morning,Yes
Robbery,28.655553,77.068337,2023-08-03,11:51,2,Street robbery,43,Vasant Kunj Police Station,Clear,Morning,Yes
Fraud,28.62711,77.19904,2023-08-27,09:07,3,Car theft,37,Lajpat Nagar Police Station,Haze,Morning,No
Robbery,28.47983,76.96721,2022-05-06,05:26,3,Domestic violence,35,Dwarka Sector 10 Police Station,Cloudy,Morning,No
Burglary,28.707349,76.999328,2021-07-02,04:30,1,Shoplifting,48,Vasant Kunj Police Station,Clear,Night,Yes
Burglary,28.880341,76.95743,2023-03-08,21:11,2,Car theft,32,Connaught Place Police Station,Clear,Night,No
Harassment,28.750376,77.277542,2022-11-29,22:16,1,Car theft,45,Dwarka Sector 10 Police Station,Rain,Night,No
Harassment,28.40678,77.11909,2022-05-29,10:55,5,Cyber fraud,22,Connaught Place Police Station,Cloudy,Morning,No
Burglary,28.403119,77.07014,2023-03-28,20:56,4,Public intoxication,33,Lajpat Nagar Police Station,Rain,Night,No
Theft,28.543987,77.069744,2023-05-18,01:22,2,Public intoxication,56,Dwarka Sector 10 Police Station,Haze,Night,No
Robbery,28.400672,76.953329,2020-08-26,21:17,2,Chain snatching,42,Connaught Place Police Station,Fog,Night,Yes
Robbery,28.73066,76.892097,2023-10-15,04:01,5,Domestic violence,54,Kashmere Gate Police Station,Fog,Night,No
Burglary,28.694883,77.084948,2023-02-12,02:33,1,Car theft,35,Rohini North Police Station,Haze,Night,No
Harassment,28.604527,76.814326,2022-05-16,06:49,1,Stolen bike,42,Dwarka Sector 10 Police Station,Cloudy,Morning,Yes
Fraud,28.573577,76.98769,2024-12-13,14:24,3,Public intoxication,35,Dwarka Sector 10 Police Station,Clear,Afternoon,No
Harassment,28.691007,77.28398,2023-01-24,22:46,4,Car theft,32,Connaught Place Police Station,Cloudy,Night,No
Assault,28.852855,77.181691,2022-06-27,14:38,1,Car theft,31,Dwarka Sector 10 Police Station,Haze,Afternoon,No
Robbery,28.616671,76.940669,2021-05-14,20:57,1,Public intoxication,39,Lajpat Nagar Police Station,Clear,Night,Yes
Vandalism,28.598181,77.008184,2023-05-23,04:53,1,Street robbery,46,Vasant Kunj Police Station,Fog,Night,Yes
Fraud,28.6469,77.136278,2024-11-11,13:56,2,Street robbery,44,Rohini North Police Station,Clear,Afternoon,Yes
Assault,28.569225,76.87238,2023-02-08,13:12,1,Public intoxication,55,Rohini North Police Station,Haze,Afternoon,No
Assault,28.599753,76.83249,2021-04-28,12:06,5,Domestic violence,54,Connaught Place Police Station,Clear,Afternoon,No
Robbery,28.454387,77.282868,2020-12-15,07:13,4,Car theft,45,Lajpat Nagar Police Station,Haze,Morning,No
Robbery,28.542025,77.192925,2024-02-02,06:11,4,Chain snatching,21,Vasant Kunj Police Station,Cloudy,Morning,Yes
Robbery,28.77035,77.277493,2020-12-26,16:53,2,Car theft,22,Vasant Kunj Police Station,Fog,Afternoon,Yes
Robbery,28.766518,77.058454,2022-04-13,00:57,2,Car theft,46,Kashmere Gate Police Station,Haze,Night,No
Burglary,28.86368,77.076808,2023-10-20,11:58,3,Domestic violence,34,Connaught Place Police Station,Clear,Morning,No
Vandalism,28.650403,77.048721,2021-11-02,07:30,1,Street robbery,38,Rohini North Police Station,Rain,Morning,Yes
Vandalism,28.521989,77.037895,2023-03-06,19:07,4,Street robbery,52,Vasant Kunj Police Station,Haze,Evening,Yes
Burglary,28.580847,77.175499,2023-02-03,04:32,5,Cyber fraud,40,Vasant Kunj Police Station,Clear,Night,No
Murder,28.620728,76.949764,2024-09-20,18:50,5,Car theft,36,Lajpat Nagar Police Station,Clear,Evening,Yes
Harassment,28.755114,76.912927,2024-10-26,23:00,4,Cyber fraud,41,Dwarka Sector 10 Police Station,Clear,Night,No
Fraud,28.865741,76.854935,2022-10-17,11:12,3,Car theft,52,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Robbery,28.41192,77.109782,2024-05-14,06:56,2,Cyber fraud,48,Kashmere Gate Police Station,Rain,Morning,No
Vandalism,28.664297,76.837883,2021-11-14,01:04,2,Domestic violence,55,Kashmere Gate Police Station,Cloudy,Night,Yes
Murder,28.417346,77.276216,2022-03-23,22:32,2,Cyber fraud,26,Vasant Kunj Police Station,Cloudy,Night,No
Vandalism,28.427291,77.246818,2023-07-19,17:38,5,Chain snatching,36,Connaught Place Police Station,Haze,Evening,Yes
Harassment,28.840635,76.984141,2021-07-28,00:10,4,Cyber fraud,35,Dwarka Sector 10 Police Station,Cloudy,Night,Yes
Fraud,28.798484,77.001832,2022-06-02,23:06,1,Public intoxication,31,Rohini North Police Station,Cloudy,Night,No
Harassment,28.496168,77.121234,2024-01-03,18:53,5,Stolen bike,31,Connaught Place Police Station,Cloudy,Evening,Yes
Harassment,28.451345,77.241438,2023-05-02,07:57,4,Chain snatching,39,Rohini North Police Station,Cloudy,Morning,No
Vandalism,28.608177,76.823851,2021-04-04,01:18,1,Stolen bike,19,Rohini North Police Station,Haze,Night,No
Assault,28.635413,76.932849,2022-12-14,18:39,1,Car theft,32,Vasant Kunj Police Station,Haze,Evening,No
Assault,28.870777,77.102974,2022-02-05,10:22,3,Public intoxication,41,Rohini North Police Station,Clear,Morning,Yes
Robbery,28.823763,76.963898,2023-08-19,12:29,2,Public intoxication,53,Dwarka Sector 10 Police Station,Cloudy,Afternoon,No
Theft,28.605137,77.003597,2024-04-28,14:35,2,Chain snatching,21,Rohini North Police Station,Clear,Afternoon,No
Murder,28.795045,77.091289,2020-12-16,12:36,1,Chain snatching,49,Rohini North Police Station,Haze,Afternoon,No
Assault,28.759075,76.896728,2023-10-29,05:56,3,Car theft,43,Dwarka Sector 10 Police Station,Clear,Morning,No
Theft,28.800839,76.904355,2021-05-26,04:59,4,Stolen bike,52,Vasant Kunj Police Station,Cloudy,Night,Yes
Theft,28.684812,76.822759,2021-05-18,17:48,3,Cyber fraud,50,Connaught Place Police Station,Haze,Evening,No
Harassment,28.568679,77.190616,2024-09-22,00:14,3,Shoplifting,58,Rohini North Police Station,Cloudy,Night,Yes
Harassment,28.510504,76.922545,2021-05-29,14:20,5,Stolen bike,35,Lajpat Nagar Police Station,Rain,Afternoon,No
Theft,28.439224,77.001011,2022-11-18,21:23,3,Stolen bike,60,Kashmere Gate Police Station,Fog,Night,No
Robbery,28.863671,77.249996,2023-03-07,06:08,1,Public intoxication,39,Dwarka Sector 10 Police Station,Rain,Morning,No
Fraud,28.728987,76.809369,2020-04-22,22:50,2,Cyber fraud,27,Dwarka Sector 10 Police Station,Haze,Night,No
Robbery,28.428038,76.854914,2021-08-02,22:58,3,Cyber fraud,19,Kashmere Gate Police Station,Fog,Night,Yes
Theft,28.495826,77.013585,2023-01-19,11:53,4,Car theft,42,Dwarka Sector 10 Police Station,Fog,Morning,Yes
Robbery,28.709214,76.999985,2024-12-28,17:21,3,Cyber fraud,42,Lajpat Nagar Police Station,Rain,Evening,No
Harassment,28.67241,77.258585,2020-06-15,21:51,3,Chain snatching,36,Lajpat Nagar Police Station,Clear,Night,No
